Date and Time,SKU,Name,Brand,Average Rating,Rating Count,Sponsored,Price,Sales Price,Express,Rank,Link
2024-12-21 13:07:59,Z32CADD1858C6D6393BC3Z,"Eworld Anti-slip Yoga Sports and Exercise Mat with Carrying Strap Water Repellent Moisture Proof for Home and Gym, Grey ",Eworld,0,0,Y,34.95,34.95,Y,1,/uae-en/anti-slip-yoga-sports-and-exercise-mat-with-carrying-strap-water-repellent-moisture-proof-for-home-and-gym-grey/Z32CADD1858C6D6393BC3Z/p/?o=z32cadd1858c6d6393bc3z-1
2024-12-21 13:07:59,Z2F9046D53376D3F6A8B7Z,YQbest Yoga Barre Socks Non Slip Anti Skid Sticky Silicone Grips Cotton for Pilates Gym Pure Ballet Dance Barefoot Workout Ankle Multiuse Black Grey Skin Color 3Pcs ,YQbest,0,0,Y,69,48,Y,2,/uae-en/yoga-barre-socks-non-slip-anti-skid-sticky-silicone-grips-cotton-for-pilates-gym-pure-ballet-dance-barefoot-workout-ankle-multiuse-black-grey-skin-color-3pcs/Z2F9046D53376D3F6A8B7Z/p/?o=z2f9046d53376d3f6a8b7z-1
2024-12-21 13:07:59,Z83C8A1AAB21D372A0063Z,MahMir MahMir Yoga Mat Anti Slip Exercise Mat with Carrying Bag Fitness Mat for Pilates 183CMX61CMX6MM Thickness for Woman Man Beginners (Dark Grey + Black) ,MahMir,4.6,29,N,69.95,49.95,Y,3,/uae-en/mahmir-yoga-mat-anti-slip-exercise-mat-with-carrying-bag-fitness-mat-for-pilates-183cmx61cmx6mm-thickness-for-woman-man-beginners-dark-grey-black/Z83C8A1AAB21D372A0063Z/p/?o=z83c8a1aab21d372a0063z-1
2024-12-21 13:07:59,N37816362A,Generic Breathable Yoga Mat Mesh Bag 11.8x27.5inch ,Generic,3.6,80,N,33,19.85,Y,4,/uae-en/breathable-yoga-mat-mesh-bag-11-8x27-5inch/N37816362A/p/?o=a59e701361a07a7a
2024-12-21 13:07:59,Z05FE5A0BC4B4236024FCZ,"WENBO Yoga Foam Roller Self Massage Exercise, Back, Leg, Body Starching Physical Therapy (33cm L) (Pink) ",WENBO,0,0,Y,49,45,Y,5,/uae-en/yoga-foam-roller-self-massage-exercise-back-leg-body-starching-physical-therapy-33cm-l-pink/Z05FE5A0BC4B4236024FCZ/p/?o=z05fe5a0bc4b4236024fcz-4
2024-12-21 13:07:59,ZEDB8FEBB3E1E4D18D43CZ,Prickly Pear Prickly Pear STARGAZE Non-Slip Suede Top 4mm Thick Yoga Mat with Carry Strap for Exercise and Fitness ,Prickly,0,0,N,415,275,Y,6,/uae-en/prickly-pear-stargaze-non-slip-suede-top-4mm-thick-yoga-mat-with-carry-strap-for-exercise-and-fitness/ZEDB8FEBB3E1E4D18D43CZ/p/?o=zedb8febb3e1e4d18d43cz-1
2024-12-21 13:07:59,Z4F92579021C1CA25613BZ,Align-Pilates Align-Pilates Leg Extensions for R8-Pro Pilates Reformer ,Align-Pilates,0,0,N,250,230,Y,7,/uae-en/align-pilates-leg-extensions-for-r8-pro-pilates-reformer/Z4F92579021C1CA25613BZ/p/?o=z4f92579021c1ca25613bz-1
2024-12-21 13:07:59,ZCBE37221BDED873009B5Z,Prickly Pear Prickly Pear Beige Rollable 4mm Non-Slip Yoga Mat with Carry Strap/Stretching Tool - Premium Exercise Mat ,Prickly,0,0,N,415,275,Y,8,/uae-en/prickly-pear-beige-rollable-4mm-non-slip-yoga-mat-with-carry-strap-stretching-tool-premium-exercise-mat/ZCBE37221BDED873009B5Z/p/?o=zcbe37221bded873009b5z-1
2024-12-21 13:07:59,ZFC4F2BC1E9DC7B33305BZ,"Qiccijoo Qiccijoo Ankle Weights Set 1 Pair 4kg(8.8lb) Workout Ankle Weights for Women or Men Wrist Leg Weights for Fitness,Running,Walking,2*2kg(4.4lb) - Blue ",Qiccijoo,0,0,N,89,89,Y,9,/uae-en/qiccijoo-ankle-weights-set-1-pair-4kg-8-8lb-workout-ankle-weights-for-women-or-men-wrist-leg-weights-for-fitness-running-walking-2-2kg-4-4lb-blue/ZFC4F2BC1E9DC7B33305BZ/p/?o=zfc4f2bc1e9dc7b33305bz-1
2024-12-21 13:07:59,ZFE3A2FA4D7500B905162Z,Generic Yoga Mat Bag with Water Bottle Pocket and Bottom Wet Compartment - Multifunctional Sports Yoga Mat Carrier and Storage Bag ,Generic,0,0,N,99,56.95,Y,10,/uae-en/yoga-mat-bag-with-water-bottle-pocket-and-bottom-wet-compartment-multifunctional-sports-yoga-mat-carrier-and-storage-bag/ZFE3A2FA4D7500B905162Z/p/?o=zfe3a2fa4d7500b905162z-1
2024-12-21 13:07:59,N30510957A,Generic Set Of 2 Yoga Block Props Brick ,Generic,4.7,35,N,24,23.30,Y,11,/uae-en/set-of-2-yoga-block-props-brick/N30510957A/p/?o=da284812d39a3a2c
2024-12-21 13:07:59,N27330175A,Fitness World Anti-Slip Yoga Mat With Carry Strap ,Fitness,4.1,216,N,37.95,37.95,Y,12,/uae-en/anti-slip-yoga-mat-with-carry-strap/N27330175A/p/?o=f2f2a89d50d79c1a
2024-12-21 13:07:59,ZFF6D1886AAD421874DF1Z,Toshionics Anti Slip Fitness Exercise Gym Yoga Mats 4mm Thick For indoor And Outdoor 61x173cm Multicolor ,Toshionics,3.7,3,Y,60,31.75,Y,13,/uae-en/anti-slip-fitness-exercise-gym-yoga-mats-4mm-thick-for-indoor-and-outdoor-61x173cm-multicolor/ZFF6D1886AAD421874DF1Z/p/?o=zff6d1886aad421874df1z-1
2024-12-21 13:07:59,Z8DE7372A006C4309D78BZ,LIMOS Sports Yoga Socks for Women Pack Of 3 Pairs ,LIMOS,5.0,12,N,39,39,N,14,/uae-en/sports-yoga-socks-for-women-pack-of-3-pairs/Z8DE7372A006C4309D78BZ/p/?o=e7de247caff55d2e
2024-12-21 13:07:59,ZD5319B6FE6A3815BBE65Z,Cool Baby Style Pilates Reformer Pilates Dirac Loft Bed Yoga Bed Home Commercial Fitness Equipment ,Cool,0,0,Y,"4,999","4,299",Y,15,/uae-en/pilates-reformer-pilates-dirac-loft-bed-yoga-bed-home-commercial-fitness-equipment/ZD5319B6FE6A3815BBE65Z/p/?o=zd5319b6fe6a3815bbe65z-1
2024-12-21 13:07:59,ZA20A29558D85EF0EDB9EZ,"Longchamp Longchamp women's large tote bag, handbag, shoulder bag, navy blue classic style Topic: ",Longchamp,0,0,Y,399.90,156.85,Y,16,/uae-en/longchamp-women-s-large-tote-bag-handbag-shoulder-bag-navy-blue-classic-style-topic/ZA20A29558D85EF0EDB9EZ/p/?o=za20a29558d85ef0edb9ez-1
2024-12-21 13:07:59,Z6744CF0C300C15718ECAZ,"GROIC 12 Pack Puzzle Exercise Floor Mat, EVA Foam Mats with Interlocking Floor Tiles, 12'' x 12'' Foam Gym Mat, Protective Flooring Mats Interlocking for Home and Gym Equipment ",GROIC,3.1,7,N,200,66.85,Y,17,/uae-en/12-pack-puzzle-exercise-floor-mat-eva-foam-mats-with-interlocking-floor-tiles-12-x-12-foam-gym-mat-protective-flooring-mats-interlocking-for-home-and-gym-equipment/Z6744CF0C300C15718ECAZ/p/?o=z6744cf0c300c15718ecaz-1
2024-12-21 13:07:59,ZF1300DCCF4F12BE7E5D9Z,"MELA MELA Non-Slip Yoga Mat for Home Gym - 6mm Thick, Eco-Friendly TPE, Cushioned Exercise Mat with Carry Strap - Perfect for Yoga, Pilates, Fitness Training, & Gymnastics Essentials  - Mint ",MELA,0,0,N,119,119,Y,18,/uae-en/mela-non-slip-yoga-mat-for-home-gym-6mm-thick-eco-friendly-tpe-cushioned-exercise-mat-with-carry-strap-perfect-for-yoga-pilates-fitness-training-gymnastics-essentials-mint/ZF1300DCCF4F12BE7E5D9Z/p/?o=zf1300dccf4f12be7e5d9z-1
2024-12-21 13:07:59,Z83C8A1AAB21D372A0063Z,MahMir MahMir Yoga Mat Anti Slip Exercise Mat with Carrying Bag Fitness Mat for Pilates 183CMX61CMX6MM Thickness for Woman Man Beginners (Dark Grey + Black) ,MahMir,4.6,29,N,69.95,49.95,Y,19,/uae-en/mahmir-yoga-mat-anti-slip-exercise-mat-with-carrying-bag-fitness-mat-for-pilates-183cmx61cmx6mm-thickness-for-woman-man-beginners-dark-grey-black/Z83C8A1AAB21D372A0063Z/p/?o=z83c8a1aab21d372a0063z-1
2024-12-21 13:07:59,ZF34F22B9EAEA9CD7CAD5Z,Generic Nylon Yoga Mat Bag Backpack Waterproof ,Generic,4.0,2,N,40,19,Y,20,/uae-en/nylon-yoga-mat-bag-backpack-waterproof/ZF34F22B9EAEA9CD7CAD5Z/p/?o=zf34f22b9eaea9cd7cad5z-1
2024-12-21 13:07:59,Z691A3B8C08D72CA569ECZ,"RIGID FITNESS Gym Cooling Towels (3-Pack) - Ice-Sensation Sweat Towel, Quick-Dry Microfiber Cloth for Exercise, Yoga, Running & More - High-Absorbency Cooling Towels for Intense Workouts (100x30cm) ",RIGID,0,0,N,69,49.75,N,21,/uae-en/gym-cooling-towels-3-pack-ice-sensation-sweat-towel-quick-dry-microfiber-cloth-for-exercise-yoga-running-more-high-absorbency-cooling-towels-for-intense-workouts-100x30cm/Z691A3B8C08D72CA569ECZ/p/?o=z691a3b8c08d72ca569ecz-1
2024-12-21 13:07:59,Z0A0296135A2A435EEE33Z,"GROIC Non Slip Yoga Socks with Grip, Yoga Shoes, Toeless Anti-Skid Pilates, Barre, Ballet, Bikram Workout Socks Shoes with Grips-M ",GROIC,0,0,N,200,55.65,Y,22,/uae-en/non-slip-yoga-socks-with-grip-yoga-shoes-toeless-anti-skid-pilates-barre-ballet-bikram-workout-socks-shoes-with-grips-m/Z0A0296135A2A435EEE33Z/p/?o=z0a0296135a2a435eee33z-1
2024-12-21 13:07:59,Z230C9460E2B3F2772EA3Z,"YooA 3-Pair Non-slip Yoga Socks, Cotton Pilates Socks with Straps, Breathable&Moisture-wicking&Machine-washable, Ideal for Yoga/Pilates/Ballet/Dance/Workout (Purple+Black+Grey, Fit Size 36-42) ",YooA,5.0,3,N,50,35.80,Y,23,/uae-en/3-pair-non-slip-yoga-socks-cotton-pilates-socks-with-straps-breathable-moisture-wicking-machine-washable-ideal-for-yoga-pilates-ballet-dance-workout-purple-black-grey-fit-size-36-42/Z230C9460E2B3F2772EA3Z/p/?o=z230c9460e2b3f2772ea3z-1
2024-12-21 13:07:59,ZCADEF018884B7A285E7EZ,Generic The World's Best Eco Friendly Non Slip Yoga Mat With The ORIGINAL Unique Alignment Marker System Biodegradable Mat Made With Natural Rubber  A Warrior like Grip ,Generic,0,0,N,228,159.60,Y,24,/uae-en/the-world-s-best-eco-friendly-non-slip-yoga-mat-with-the-original-unique-alignment-marker-system-biodegradable-mat-made-with-natural-rubber-a-warrior-like-grip/ZCADEF018884B7A285E7EZ/p/?o=zcadef018884b7a285e7ez-1
2024-12-21 13:07:59,Z230C9460E2B3F2772EA3Z,"YooA 3-Pair Non-slip Yoga Socks, Cotton Pilates Socks with Straps, Breathable&Moisture-wicking&Machine-washable, Ideal for Yoga/Pilates/Ballet/Dance/Workout (Purple+Black+Grey, Fit Size 36-42) ",YooA,5.0,3,N,50,35.80,Y,25,/uae-en/3-pair-non-slip-yoga-socks-cotton-pilates-socks-with-straps-breathable-moisture-wicking-machine-washable-ideal-for-yoga-pilates-ballet-dance-workout-purple-black-grey-fit-size-36-42/Z230C9460E2B3F2772EA3Z/p/?o=z230c9460e2b3f2772ea3z-1
2024-12-21 13:07:59,N38925462A,SAPU Multifunctional Yoga Bag With Shoe Space 45x24x24cm ,SAPU,4.3,45,N,45,45,N,26,/uae-en/multifunctional-yoga-bag-with-shoe-space-45x24x24cm/N38925462A/p/?o=a9a9492c3605f56f
2024-12-21 13:07:59,Z30868C98E61D2ABA2621Z,"MahMir Mahmir® EVA Foam Roller for Yoga, Deep Tissue Massage, Stretching, Physical Therapy, Relieve Stress, Improve Mobility with Foam Roller for Legs and Muscles - Deep Tissue Massage Tool (Pink) ",MahMir,4.0,8,N,29.95,29.95,Y,27,/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-pink/Z30868C98E61D2ABA2621Z/p/?o=z30868c98e61d2aba2621z-1
2024-12-21 13:07:59,ZC7C1017CDFCAC890274CZ,MahMir MahMir Yoga Mat Anti-Slip Exercise Mat with Carrying Bag Fitness Mat for Pilates 183CM*61CM*6MM Thickness for Woman Man Beginners  Light Green+Black ,MahMir,4.3,27,N,69.95,49.95,Y,28,/uae-en/mahmir-yoga-mat-anti-slip-exercise-mat-with-carrying-bag-fitness-mat-for-pilates-183cm-61cm-6mm-thickness-for-woman-man-beginners-light-green-black/ZC7C1017CDFCAC890274CZ/p/?o=zc7c1017cdfcac890274cz-1
2024-12-21 13:07:59,Z2B7C5314964850AA3020Z,"GROIC Yoga Mat, Extra Wide 72.8""x 31.5"" x 0.24"" Pilates Fitness Mats with Alignment Marks, Non Slip Fitness Yoga Mats, Exercise Mats for Yoga Pilates Home Floor Workout with Carrying Sling and Storage Bag ",GROIC,5.0,1,N,250,110,Y,29,/uae-en/yoga-mat-extra-wide-72-8-x-31-5-x-0-24-pilates-fitness-mats-with-alignment-marks-non-slip-fitness-yoga-mats-exercise-mats-for-yoga-pilates-home-floor-workout-with-carrying-sling-and-storage-bag/Z2B7C5314964850AA3020Z/p/?o=z2b7c5314964850aa3020z-1
2024-12-21 13:07:59,Z7A1C994ECFB83F3B83C3Z,Generic Fittex Tough Non-Slip 10mm Thick Yoga Mat with Carry Strap 188x61x1cm Blue ,Generic,4.5,18,N,49,35,Y,30,/uae-en/fittex-tough-non-slip-10mm-thick-yoga-mat-with-carry-strap-188x61x1cm-blue/Z7A1C994ECFB83F3B83C3Z/p/?o=z7a1c994ecfb83f3b83c3z-1
2024-12-21 13:07:59,Z1E598CB5A35BDDF0E9C4Z,"Generic Cork Yoga Blocks, 2 Pack, 22.8x15.2x7.6cm, High Density Solid Natural Cork Yoga Brick with Comfortable Edge to Improve Balance, Strength and Flexibility ",Generic,0,0,N,66.80,66.80,Y,31,/uae-en/cork-yoga-blocks-2-pack-22-8x15-2x7-6cm-high-density-solid-natural-cork-yoga-brick-with-comfortable-edge-to-improve-balance-strength-and-flexibility/Z1E598CB5A35BDDF0E9C4Z/p/?o=z1e598cb5a35bddf0e9c4z-1
2024-12-21 13:07:59,ZCA2828C9D51068BEECD1Z,Generic Foam Roller Yoga Fitness- Black ,Generic,4.3,16,N,49,34.30,Y,32,/uae-en/foam-roller-yoga-fitness-black/ZCA2828C9D51068BEECD1Z/p/?o=zca2828c9d51068beecd1z-1
2024-12-21 13:07:59,ZC08CCACA005FAA9E1ED0Z,Spall 6mm Thick Yoga Mats Anti-slip Sport Fitness Mat Blanket For Exercise Yoga And Pilates Gymnastics Mat Fitness Equipment ,Spall,4.5,2,N,50,29,Y,33,/uae-en/6mm-thick-yoga-mats-anti-slip-sport-fitness-mat-blanket-for-exercise-yoga-and-pilates-gymnastics-mat-fitness-equipment/ZC08CCACA005FAA9E1ED0Z/p/?o=zc08ccaca005faa9e1ed0z-1
2024-12-21 13:07:59,Z1A4B4937483BD38B3E34Z,"MELA MELA Non-Slip Yoga Mat for Home Gym - 6mm Thick, Eco-Friendly TPE, Cushioned Exercise Mat with Carry Strap - Perfect for Yoga, Pilates, Fitness Training, & Gymnastics Essentials  - Violet ",MELA,5.0,1,N,119,119,Y,34,/uae-en/mela-non-slip-yoga-mat-for-home-gym-6mm-thick-eco-friendly-tpe-cushioned-exercise-mat-with-carry-strap-perfect-for-yoga-pilates-fitness-training-gymnastics-essentials-violet/Z1A4B4937483BD38B3E34Z/p/?o=z1a4b4937483bd38b3e34z-1
2024-12-21 13:07:59,Z5556A4895CC44B536812Z,"Generic Anti-Slip Fitness Exercise Gym Yoga Mats - 4mm Thick, 61x173cm, for Indoor and Outdoor Use ",Generic,0,0,N,60,37.10,Y,35,/uae-en/anti-slip-fitness-exercise-gym-yoga-mats-4mm-thick-61x173cm-for-indoor-and-outdoor-use/Z5556A4895CC44B536812Z/p/?o=z5556a4895cc44b536812z-1
2024-12-21 13:07:59,Z3C8DAF40330507AC95A4Z,LACOSTE Lacoste Tote Bag Large Size Black Color ,LACOSTE,0,0,Y,299,152.75,Y,36,/uae-en/lacoste-tote-bag-large-size-black-color/Z3C8DAF40330507AC95A4Z/p/?o=z3c8daf40330507ac95a4z-1
2024-12-21 13:07:59,Z288231EEFD4008FE0C11Z,RIOXS 5 Pairs Yoga Socks For Women Non-Slip Grips & Straps Non Slip Socks For Yoga Pilates Ideal For Pilates Ballet Dance Barefoot Workout ,RIOXS,0,0,N,99,46.05,N,37,/uae-en/5-pairs-yoga-socks-for-women-non-slip-grips-straps-non-slip-socks-for-yoga-pilates-ideal-for-pilates-ballet-dance-barefoot-workout/Z288231EEFD4008FE0C11Z/p/?o=z288231eefd4008fe0c11z-1
2024-12-21 13:07:59,ZC4C03318E131D261B483Z,DBLEW Professional 7mm Thick Anti Fatigue Yoga Mat Knees Supportive Anti Slip Fitness Home Exercise EVA Eco Friendly Ideal For All Types Of Pilates Floor ABS Belly Tummy Fat Workouts Gym Stretching 90x190cm ,DBLEW,0,0,N,100,38.70,Y,38,/uae-en/professional-7mm-thick-anti-fatigue-yoga-mat-knees-supportive-anti-slip-fitness-home-exercise-eva-eco-friendly-ideal-for-all-types-of-pilates-floor-abs-belly-tummy-fat-workouts-gym-stretching-90x190cm/ZC4C03318E131D261B483Z/p/?o=zc4c03318e131d261b483z-1
2024-12-21 13:07:59,ZB5FB2AC421C0322DAF7BZ,YQbest Yoga Mat Bag Canvas Fashion with Large Pocket & Zipper Fit Most Size Mats Tote Sling Carrier for Pilates Gym Exercise Fitness (Design 3) ,YQbest,0,0,N,99,46.65,Y,39,/uae-en/yoga-mat-bag-canvas-fashion-with-large-pocket-zipper-fit-most-size-mats-tote-sling-carrier-for-pilates-gym-exercise-fitness-design-3/ZB5FB2AC421C0322DAF7BZ/p/?o=zb5fb2ac421c0322daf7bz-1
2024-12-21 13:07:59,Z3CC2F8DF718A0CCE6A30Z,"Generic Cooling Sport Towel, Cold Technology Fabric Towel, Cold Breathable Towel, Chilly Rags for Neck Sweat Towels for Gym Yoga Golf Tennis, Workout Towel, 100*30CM ",Generic,0,0,N,29,29,Y,40,/uae-en/cooling-sport-towel-cold-technology-fabric-towel-cold-breathable-towel-chilly-rags-for-neck-sweat-towels-for-gym-yoga-golf-tennis-workout-towel-100-30cm/Z3CC2F8DF718A0CCE6A30Z/p/?o=z3cc2f8df718a0cce6a30z-1
2024-12-21 13:07:59,Z32CADD1858C6D6393BC3Z,"Eworld Anti-slip Yoga Sports and Exercise Mat with Carrying Strap Water Repellent Moisture Proof for Home and Gym, Grey ",Eworld,0,0,Y,34.95,34.95,Y,41,/uae-en/anti-slip-yoga-sports-and-exercise-mat-with-carrying-strap-water-repellent-moisture-proof-for-home-and-gym-grey/Z32CADD1858C6D6393BC3Z/p/?o=z32cadd1858c6d6393bc3z-1
2024-12-21 13:07:59,Z2F9046D53376D3F6A8B7Z,YQbest Yoga Barre Socks Non Slip Anti Skid Sticky Silicone Grips Cotton for Pilates Gym Pure Ballet Dance Barefoot Workout Ankle Multiuse Black Grey Skin Color 3Pcs ,YQbest,0,0,Y,69,48,Y,42,/uae-en/yoga-barre-socks-non-slip-anti-skid-sticky-silicone-grips-cotton-for-pilates-gym-pure-ballet-dance-barefoot-workout-ankle-multiuse-black-grey-skin-color-3pcs/Z2F9046D53376D3F6A8B7Z/p/?o=z2f9046d53376d3f6a8b7z-1
2024-12-21 13:07:59,ZE5D7520215AA49D4ED49Z,"TYCOM Tycom Resistance Loop Bands- Resistance Exercise Bands Set Workout Bands Flex bands for Home Fitness, Stretching, Strength Training, Physical Therapy, Yoga ",TYCOM,5.0,3,Y,49,28.60,Y,43,/uae-en/tycom-resistance-loop-bands-resistance-exercise-bands-set-workout-bands-flex-bands-for-home-fitness-stretching-strength-training-physical-therapy-yoga/ZE5D7520215AA49D4ED49Z/p/?o=ze5d7520215aa49d4ed49z-1
2024-12-21 13:07:59,ZC08CCACA005FAA9E1ED0Z,Spall 6mm Thick Yoga Mats Anti-slip Sport Fitness Mat Blanket For Exercise Yoga And Pilates Gymnastics Mat Fitness Equipment ,Spall,4.5,2,N,50,29,Y,44,/uae-en/6mm-thick-yoga-mats-anti-slip-sport-fitness-mat-blanket-for-exercise-yoga-and-pilates-gymnastics-mat-fitness-equipment/ZC08CCACA005FAA9E1ED0Z/p/?o=zc08ccaca005faa9e1ed0z-1
2024-12-21 13:07:59,ZE4D54B66966654A0570FZ,"GROIC Yoga Mat, Extra Wide 72""x 31.9"" x 0.24"" Pilates Fitness Mats with Alignment Marks, Non Slip Fitness Yoga Mats, Exercise Mats for Yoga Pilates Home Floor Workout with Carrying Sling and Storage Bag ",GROIC,0,0,N,250,112.95,Y,45,/uae-en/yoga-mat-extra-wide-72-x-31-9-x-0-24-pilates-fitness-mats-with-alignment-marks-non-slip-fitness-yoga-mats-exercise-mats-for-yoga-pilates-home-floor-workout-with-carrying-sling-and-storage-bag/ZE4D54B66966654A0570FZ/p/?o=ze4d54b66966654a0570fz-1
2024-12-21 13:07:59,Z1FFBA90CF03B4E1CDF5CZ,"MahMir Mahmir® EVA Foam Roller for Yoga, Deep Tissue Massage, Stretching, Physical Therapy, Relieve Stress, Improve Mobility with Foam Roller for Legs and Muscles - Deep Tissue Massage Tool (Light Blue) ",MahMir,3.4,3,Y,29.95,29.95,Y,46,/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-light-blue/Z1FFBA90CF03B4E1CDF5CZ/p/?o=z1ffba90cf03b4e1cdf5cz-1
2024-12-21 13:07:59,Z30868C98E61D2ABA2621Z,"MahMir Mahmir® EVA Foam Roller for Yoga, Deep Tissue Massage, Stretching, Physical Therapy, Relieve Stress, Improve Mobility with Foam Roller for Legs and Muscles - Deep Tissue Massage Tool (Pink) ",MahMir,4.0,8,Y,29.95,29.95,Y,47,/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-pink/Z30868C98E61D2ABA2621Z/p/?o=z30868c98e61d2aba2621z-1
2024-12-21 13:07:59,ZE94894E319EC24478F43Z,"Longchamp Longchamp women's large tote bag, handbag, shoulder bag black classic style ",Longchamp,0,0,Y,399.90,156.85,Y,48,/uae-en/longchamp-women-s-large-tote-bag-handbag-shoulder-bag-black-classic-style/ZE94894E319EC24478F43Z/p/?o=ze94894e319ec24478f43z-1
2024-12-21 13:07:59,Z549615CC1C4033D14D98Z,"NNEWVANTE Nnewvante Silk Sleep Mask, 2 Pack 100% Real Natural Pure Silk Eye Mask with Adjustable Strap, Eye Mask for Sleeping, Eye Sleep Shade Cover, Blocks Light Reduces Puffy Eyes Gifts ",NNEWVANTE,3.5,5,Y,35.95,23.90,Y,49,/uae-en/nnewvante-silk-sleep-mask-2-pack-100-real-natural-pure-silk-eye-mask-with-adjustable-strap-eye-mask-for-sleeping-eye-sleep-shade-cover-blocks-light-reduces-puffy-eyes-gifts/Z549615CC1C4033D14D98Z/p/?o=z549615cc1c4033d14d98z-1
2024-12-21 13:07:59,Z1A4B4937483BD38B3E34Z,"MELA MELA Non-Slip Yoga Mat for Home Gym - 6mm Thick, Eco-Friendly TPE, Cushioned Exercise Mat with Carry Strap - Perfect for Yoga, Pilates, Fitness Training, & Gymnastics Essentials  - Violet ",MELA,5.0,1,N,119,119,Y,50,/uae-en/mela-non-slip-yoga-mat-for-home-gym-6mm-thick-eco-friendly-tpe-cushioned-exercise-mat-with-carry-strap-perfect-for-yoga-pilates-fitness-training-gymnastics-essentials-violet/Z1A4B4937483BD38B3E34Z/p/?o=z1a4b4937483bd38b3e34z-1
2024-12-21 13:07:59,ZDF70489150C22B11DC1CZ,SHAPE UP Quick Dry Microfiber Absorbent Towel Set of L+S Buttoned Loop with Pouch Compact Lightweight Antibacterial for Beach Travel Camping Gym Workout Sports Yoga Fitness Hiking with ShapeUp Brand Keychain ,SHAPE,5.0,3,N,110,59,Y,51,/uae-en/quick-dry-microfiber-absorbent-towel-set-of-l-s-buttoned-loop-with-pouch-compact-lightweight-antibacterial-for-beach-travel-camping-gym-workout-sports-yoga-fitness-hiking-with-shapeup-brand-keychain/ZDF70489150C22B11DC1CZ/p/?o=zdf70489150c22b11dc1cz-1
2024-12-21 13:07:59,Z288231EEFD4008FE0C11Z,RIOXS 5 Pairs Yoga Socks For Women Non-Slip Grips & Straps Non Slip Socks For Yoga Pilates Ideal For Pilates Ballet Dance Barefoot Workout ,RIOXS,0,0,N,99,46.05,N,52,/uae-en/5-pairs-yoga-socks-for-women-non-slip-grips-straps-non-slip-socks-for-yoga-pilates-ideal-for-pilates-ballet-dance-barefoot-workout/Z288231EEFD4008FE0C11Z/p/?o=z288231eefd4008fe0c11z-1
2024-12-21 13:07:59,Z0D8BD295F1F25A67FD94Z,"Align-Pilates Align-Pilates Roll Up Metal Pilates Pole for Flexibility and Strength Training 32-Inch, High quality, lightweight, durable comfort and stability during Pilates exercises. ",Align-Pilates,0,0,N,198,198,Y,53,/uae-en/align-pilates-roll-up-metal-pilates-pole-for-flexibility-and-strength-training-32-inch-high-quality-lightweight-durable-comfort-and-stability-during-pilates-exercises/Z0D8BD295F1F25A67FD94Z/p/?o=z0d8bd295f1f25a67fd94z-1
2024-12-21 13:07:59,Z5364B7401B46DD83668DZ,Prickly Pear Prickly Pear Daydream Non-Slip Suede Top 1mm Travel Yoga Mat - Portable Yoga Mat for Travel ,Prickly,5.0,1,N,240,160,Y,54,/uae-en/prickly-pear-daydream-non-slip-suede-top-1mm-travel-yoga-mat-portable-yoga-mat-for-travel/Z5364B7401B46DD83668DZ/p/?o=z5364b7401b46dd83668dz-1
2024-12-21 13:07:59,Z3C8DAF40330507AC95A4Z,LACOSTE Lacoste Tote Bag Large Size Black Color ,LACOSTE,0,0,Y,299,152.75,Y,55,/uae-en/lacoste-tote-bag-large-size-black-color/Z3C8DAF40330507AC95A4Z/p/?o=z3c8daf40330507ac95a4z-1
2024-12-21 13:07:59,Z30868C98E61D2ABA2621Z,"MahMir Mahmir® EVA Foam Roller for Yoga, Deep Tissue Massage, Stretching, Physical Therapy, Relieve Stress, Improve Mobility with Foam Roller for Legs and Muscles - Deep Tissue Massage Tool (Pink) ",MahMir,4.0,8,Y,29.95,29.95,Y,56,/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-pink/Z30868C98E61D2ABA2621Z/p/?o=z30868c98e61d2aba2621z-1
2024-12-21 13:07:59,ZB5FB2AC421C0322DAF7BZ,YQbest Yoga Mat Bag Canvas Fashion with Large Pocket & Zipper Fit Most Size Mats Tote Sling Carrier for Pilates Gym Exercise Fitness (Design 3) ,YQbest,0,0,N,99,46.65,Y,57,/uae-en/yoga-mat-bag-canvas-fashion-with-large-pocket-zipper-fit-most-size-mats-tote-sling-carrier-for-pilates-gym-exercise-fitness-design-3/ZB5FB2AC421C0322DAF7BZ/p/?o=zb5fb2ac421c0322daf7bz-1
2024-12-21 13:07:59,Z7DD29A3780D77ACC9012Z,Longchamp Le Pliage Original Large Paper White Women's Handbag L1899089P71 ,Longchamp,0,0,N,165,165,Y,58,/uae-en/le-pliage-original-large-paper-white-women-s-handbag-l1899089p71/Z7DD29A3780D77ACC9012Z/p/?o=z7dd29a3780d77acc9012z-1
